"2","452","Tue Jun 02 06:53:11 UTC 2009","eating","janelleshanks","Is Eating and Watching Movies...."
"2","456","Tue Jun 02 06:53:27 UTC 2009","eating","hanaho","eating sashimi"
"2","457","Tue Jun 02 06:53:37 UTC 2009","eating","Fiel","is eating  home made yema"
"2","458","Tue Jun 02 06:54:16 UTC 2009","eating","aaindefenzo","eating cake"
"2","533","Thu Jun 04 16:53:09 UTC 2009","nike","ngngfrancis","iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc"
"2","556","Sun Jun 07 01:12:50 UTC 2009","jquery","imgsearch","Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp"
"2","558","Sun Jun 07 01:14:08 UTC 2009","jquery","marcroberts","RT @jquery: The Ultimate jQuery List - http://jquerylist.com/"
"2","559","Sun Jun 07 01:14:15 UTC 2009","jquery","jacobrothstein","I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb"
"2","560","Sun Jun 07 01:14:19 UTC 2009","jquery","bedroomation","@anna_debenham what was the php jquery hack?"
"2","561","Sun Jun 07 01:14:42 UTC 2009","jquery","vmkobs","jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/"
"2","562","Sun Jun 07 01:15:04 UTC 2009","jquery","NewTechBooks","Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5"
"2","565","Sun Jun 07 03:28:50 UTC 2009","warren buffet","LovelyMiska","Warren Buffet on the economy http://ping.fm/Lau0p"
"2","568","Sun Jun 07 17:42:56 UTC 2009","notre dame school","MY_NBA_PLAYOFFS","All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA"
"2","570","Sun Jun 07 21:38:42 UTC 2009","kindle2","aqrinc","RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ..."
"2","577","Mon Jun 08 00:01:29 UTC 2009","federer","jworthington","Man accosts Roger Federer during French Open http://ff.im/3HCPT"
"2","586","Mon Jun 08 06:28:05 UTC 2009","stanford","elliottng","Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme"
"2","587","Mon Jun 08 06:28:23 UTC 2009","stanford","Shibuki_kun","I'm going to bed. It was a successful weekend. Stanford, here I come."
"2","603","Mon Jun 08 20:46:01 UTC 2009","wave sandbox","girgely","Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc"
"2","626","Wed Jun 10 05:24:16 UTC 2009","google","drylight","@mattcutts have google profiles stopped showing up in searches? cant see them anymore"
"2","1006","Mon May 11 03:27:20 UTC 2009","twitter","gandhirama","Any twitter to aprs apps yet?"
"2","1007","Mon May 11 03:27:58 UTC 2009","twitter","delpop","45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ"
"2","1031","Mon May 11 19:49:06 UTC 2009","fred wilson","DoAndroidsDream","Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG"
"2","2014","Thu May 14 05:25:08 UTC 2009","40d","ha_nobita","ok.. do nothing.. just thinking about 40D"
"2","2096","Sun May 17 15:10:58 UTC 2009","gm","download11","RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1"
"2","2100","Sun May 17 17:30:03 UTC 2009","san francisco","bKnapp","breakers. in San Francisco, CA http://loopt.us/4v88Bw.t"
"2","2101","Sun May 17 17:30:25 UTC 2009","san francisco","rayceja","Heading to San Francisco"
"2","2117","Mon May 18 03:10:34 UTC 2009","""twitter api""","YouAnswer","How do you use the twitter API?... http://bit.ly/4VBhH"
"2","2120","Mon May 18 03:11:50 UTC 2009","""twitter api""","trivektor","testing Twitter API"
"2","2122","Mon May 18 03:12:23 UTC 2009","""twitter api""","Hot_Tweets","Testing Twitter API. Remote Update"
"2","2141","Wed May 20 02:38:28 UTC 2009","nike","sneakerfiles","New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS"
"2","2142","Wed May 20 02:38:47 UTC 2009","nike","nikeblog","New blog post: Nike Trainer 1 http://bit.ly/394bp"
"2","2165","Sun May 24 20:49:34 UTC 2009","east palo alto","SCSanFrancisco","#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m"
"2","2173","Mon May 25 17:15:18 UTC 2009","stanford","MbaAdmission","#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd"
"2","2174","Mon May 25 17:15:35 UTC 2009","stanford","narain","Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship"
"2","2204","Wed May 27 00:34:45 UTC 2009","jquery book","cfbloggers","Learning jQuery 1.3 Book Review - http://cfbloggers.org/?c=30629"
"2","2207","Wed May 27 00:39:05 UTC 2009","goodby silverstein","sc0ttman","Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF"
"2","2296","Sun May 31 06:54:34 UTC 2009","hitler","KatyWheatley1","Watching a programme about the life of Hitler, its only enhancing my geekiness of history."
"2","2358","Tue Jun 02 02:54:29 UTC 2009","""night at the museum""","HistoryLuV3R","@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office..."
"2","2359","Tue Jun 02 02:54:42 UTC 2009","""night at the museum""","ErcDrso","About to watch Night at the Museum with Ryan and Stacy"
"2","2360","Tue Jun 02 02:54:49 UTC 2009","""night at the museum""","aykataoka","Getting ready to go watch Night at the Museum 2.  Dum dum, you give me gum gum!"
"2","2364","Tue Jun 02 02:56:13 UTC 2009","""night at the museum""","Lilimich","I think I may have a new favorite restaurant. On our way to see ""Night at the Museum 2""."
"2","2365","Tue Jun 02 02:56:31 UTC 2009","""night at the museum""","stealing_second","UP! was sold out, so i'm seeing Night At The Museum 2. I'm __ years old."
"2","2369","Tue Jun 02 03:00:51 UTC 2009","gm","economywire","Obama: Nationalization of GM to be short-term   (AP) http://tinyurl.com/md347r"
"2","2380","Tue Jun 02 03:14:32 UTC 2009","time warner","flywire","Time Warner CEO hints at online fees for magazines      (AP) - Read from Mountain View,United States. Views 16209 http://bit.ly/UdFCH"
"2","2393","Tue Jun 02 03:24:45 UTC 2009","china","YildirimNews","Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china"
"2","2394","Tue Jun 02 03:24:59 UTC 2009","china","zedomax","Weird Piano Guitar House in China! http://u2s.me/72i8"
"2","2395","Tue Jun 02 03:27:19 UTC 2009","gm","theprovince","Send us your GM/Chevy photos http://tinyurl.com/luzkpq"
"2","2401","Tue Jun 02 03:32:28 UTC 2009","dentist","johnnyt183","@stevemoakler i had a dentist appt this morning and had the same conversation!"
"2","2405","Tue Jun 02 03:34:50 UTC 2009","dentist","jettellis","Check this video out -- David After Dentist http://bit.ly/47aW2"
"2","2406","Tue Jun 02 03:35:05 UTC 2009","dentist","AdiOpERsOcoM","First dentist appointment [in years] on Wednesday possibly."
"2","2407","Tue Jun 02 04:29:14 UTC 2009","baseball","HallofChampions","Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu"
"2","2408","Tue Jun 02 04:29:17 UTC 2009","baseball","SimpleManJess","BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a"
"2","2409","Tue Jun 02 04:29:28 UTC 2009","baseball","Oregon_Live","Portland city politics may undo baseball park http://tinyurl.com/lpjquj"
"2","2410","Tue Jun 02 04:39:41 UTC 2009","safeway","AirDye","RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s"
"2","2411","Tue Jun 02 04:40:09 UTC 2009","safeway","csquaredx","dropped her broccoli walking home from safeway! ;( so depressed"
"2","2412","Tue Jun 02 04:41:05 UTC 2009","safeway","XPhile1908","@ronjon we don't have Safeway."
"2","2415","Tue Jun 02 04:41:32 UTC 2009","safeway","Lovely_Lauren","at safeway with dad"
"2","2417","Tue Jun 02 04:42:00 UTC 2009","safeway","_JessicaJOY","Safeway with Marvin, Janelle, and Auntie Lhu"
"2","2418","Tue Jun 02 04:42:29 UTC 2009","safeway","mobileadgirl","Safeway offering mobile coupons http://bit.ly/ONH7w"
"2","2419","Tue Jun 02 06:52:26 UTC 2009","driving","m_marchesi","Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa"
"2","2421","Tue Jun 02 06:53:09 UTC 2009","eating","TheDebtress","Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town."
"2","2422","Tue Jun 02 06:53:15 UTC 2009","eating","face_of_boe","Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake."
"2","2426","Tue Jun 02 06:53:30 UTC 2009","eating","LaraAvni","eating breakfast and then school"
"2","2427","Tue Jun 02 06:53:32 UTC 2009","eating","elpasira","still hungry after eating...."
"2","2428","Tue Jun 02 06:53:45 UTC 2009","eating","Fitness_101","10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn"
"2","2429","Tue Jun 02 06:54:11 UTC 2009","eating","ohmurder","with the boyfriend, eating a quesadilla"
"2","2430","Tue Jun 02 06:54:19 UTC 2009","eating","whoaoblivious","Eating dinner. Meat, chips, and risotto."
"2","2502","Thu Jun 04 16:53:02 UTC 2009","nike","stefanjos","got a new pair of nike shoes. pics up later"
"2","2503","Thu Jun 04 16:53:15 UTC 2009","nike","nsborg","Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448"
"2","2505","Thu Jun 04 16:53:48 UTC 2009","nike","imflashy","Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN"
"2","2507","Thu Jun 04 16:54:32 UTC 2009","nike","MiniGreek","@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin...."
"2","2530","Sun Jun 07 01:12:44 UTC 2009","jquery","inBlogs","DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt"
"2","2531","Sun Jun 07 01:12:46 UTC 2009","jquery","vmkobs","all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/"
"2","2533","Sun Jun 07 01:13:34 UTC 2009","jquery","5x1llz","This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq"
"2","2534","Sun Jun 07 01:13:43 UTC 2009","jquery","bryall","I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens."
"2","2535","Sun Jun 07 01:14:41 UTC 2009","jquery","vmkobs","jquery Selectors http://codylindley.com/jqueryselectors/"
"2","2536","Sun Jun 07 01:15:08 UTC 2009","jquery","maheshcha","How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ"
"2","2537","Sun Jun 07 03:27:52 UTC 2009","warren buffet","MyBenchmarkMtg","What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO"
"2","2539","Sun Jun 07 03:28:26 UTC 2009","warren buffet","SmartMouthBroad","I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul"
"2","2560","Mon Jun 08 20:01:17 UTC 2009","at&t","stick08","@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?"
"2","2561","Mon Jun 08 20:01:55 UTC 2009","at&t","CaptainCraigos","@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?"
"2","2576","Tue Jun 09 05:14:20 UTC 2009","kindle2","deedeewarren","I hope the girl at work  buys my Kindle2"
"2","2577","Tue Jun 09 05:14:32 UTC 2009","kindle2","RogerSPress","Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush"
"2","7055","Wed Jun 10 15:31:56 UTC 2009","visa card","FionaSarah","@ruby_gem My primary debit card is Visa Electron."
"2","8051","Wed Jun 10 15:31:59 UTC 2009","visa card","MalloryRayne","Off to the bank to get my new visa platinum card"
"2","13051","Sat Jun 13 16:23:31 UTC 2009","Bobby Flay","sfkerropi6","has a date with bobby flay and gut fieri from food network"
"2","13076","Sun Jun 14 21:35:58 UTC 2009","iran","musicmuse","How to Track Iran with Social Media: http://bit.ly/2BoqU"
"2","14045","Sat Jun 13 16:13:59 UTC 2009","aapl","boardcentral","Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM)"
"2","14049","Sat Jun 13 16:24:03 UTC 2009","Bobby Flay","wetfishdesigns","@johncmayer is Bobby Flay joining you?"
"2","14072","Sun Jun 14 04:31:43 UTC 2009","latex","proggit","Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7"
